refund_id,original_txn_id,original_utr,refund_utr,merchant_id,customer_id,refund_initiation_date,refund_settlement_date,original_amount,refund_amount,refund_type,refund_status,refund_reason,initiated_by,gateway_refund_id,tat_days,sla_breached,remarks
REF8092513,TXN0009758,,UTR547624499545,MERCH0034,CUST47150,2024-07-13,2024-07-17,32582.18,32582.18,FULL,PROCESSED,Product Defective,Customer,GWREF397907,2,N,Chargeback case
REF1983239,TXN0009767,,UTR763707499560,MERCH0024,CUST16064,2024-02-17,2024-02-21,78475.68,78475.68,FULL,PROCESSED,Product Defective,Bank,GWREF371288,4,N,Chargeback case
REF7028248,TXN0009771,,,MERCH0035,CUST13349,2024-08-28,,99734.69,99734.69,FULL,PENDING,Product Defective,System,GWREF352540,1,N,Chargeback case
REF8743987,TXN0009773,,UTR485466090997,MERCH0043,CUST39152,2024-05-30,2024-06-04,123070.16,123070.16,FULL,PROCESSED,Customer Request,Merchant,GWREF932651,13,N,Chargeback case
REF6779983,TXN0009781,,UTR547854564726,MERCH0047,CUST16917,2024-06-21,2024-06-27,91752.77,68433.75,PARTIAL,PROCESSED,Product Defective,Bank,GWREF647870,10,N,
REF5050572,TXN0009786,,UTR320453268554,MERCH0037,CUST57818,2024-03-20,2024-03-25,32005.97,13914.36,PARTIAL,PROCESSED,Fraud Suspected,Bank,GWREF850673,9,N,
REF5523858,TXN0009788,,UTR814445439188,MERCH0030,CUST35871,2024-03-18,2024-03-22,80251.07,80251.07,FULL,PROCESSED,Customer Request,Customer,GWREF868043,6,N,
REF4526798,TXN0009790,,UTR166318553863,MERCH0003,CUST10093,2024-11-05,2024-11-11,83895.40,83895.40,FULL,PROCESSED,Customer Request,System,GWREF694726,14,N,
REF7026571,TXN0009791,,UTR394025595087,MERCH0011,CUST13880,2024-01-09,2024-01-13,76821.73,51838.53,PARTIAL,PROCESSED,Product Defective,System,GWREF383064,11,N,
REF6762089,TXN0009798,,UTR787204671678,MERCH0021,CUST69408,2024-05-22,2024-05-28,70366.89,70366.89,FULL,PROCESSED,Duplicate Payment,Customer,GWREF989150,4,N,
REF2311541,TXN0009809,,,MERCH0043,CUST32340,2024-02-07,,75102.35,75102.35,FULL,INITIATED,Chargeback Initiated,Merchant,GWREF769677,7,Y,
REF6496791,TXN0009827,,,MERCH0036,CUST27620,2024-05-30,,43399.84,43399.84,FULL,PENDING,Product Defective,Bank,GWREF570181,14,N,
REF2258148,TXN0009834,,,MERCH0032,CUST30196,2024-03-11,,99835.26,99835.26,FULL,PENDING,Fraud Suspected,Bank,GWREF500730,5,N,
REF3487778,TXN0009844,,UTR917080875556,MERCH0031,CUST42259,2024-10-11,2024-10-17,14056.40,14056.40,FULL,PROCESSED,Product Defective,Bank,GWREF183285,4,N,
REF8157440,TXN0009884,,UTR199182780359,MERCH0028,CUST43229,2024-05-27,2024-05-30,131356.62,96910.76,PARTIAL,PROCESSED,Customer Request,Customer,GWREF342617,9,N,
REF5586791,TXN0009902,,UTR684805041419,MERCH0045,CUST99081,2024-09-25,2024-10-02,101239.27,101239.27,FULL,PROCESSED,Customer Request,System,GWREF577133,7,N,
REF4837425,TXN0009906,,,MERCH0039,CUST61695,2024-09-27,,102557.86,102557.86,FULL,PENDING,Chargeback Initiated,Bank,GWREF414639,9,N,
REF6138754,TXN0009925,,UTR390453900284,MERCH0044,CUST20166,2024-01-29,2024-02-01,23604.13,23604.13,FULL,PROCESSED,Chargeback Initiated,Bank,GWREF248653,6,N,
REF4104487,TXN0009926,,UTR689087873300,MERCH0039,CUST31162,2024-10-21,2024-10-28,1624.29,1624.29,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF463357,13,N,
REF2933210,TXN0009956,,UTR418781883339,MERCH0019,CUST60704,2024-09-08,2024-09-15,115808.65,66831.66,PARTIAL,PROCESSED,Product Defective,Customer,GWREF414637,8,Y,
REF6208319,TXN0009959,,,MERCH0040,CUST47571,2024-10-17,,59563.40,21804.32,PARTIAL,PENDING,Product Defective,Customer,GWREF273038,6,N,
REF7866829,TXN0009963,,,MERCH0044,CUST64803,2024-10-17,,24784.81,24784.81,FULL,FAILED,Duplicate Payment,Bank,GWREF823642,13,Y,
REF1164102,TXN0009964,,,MERCH0012,CUST90536,2024-02-07,,132903.99,132903.99,FULL,PENDING,Product Defective,Merchant,GWREF818196,1,N,
REF6184036,TXN0009970,,UTR266621105860,MERCH0017,CUST29704,2024-04-08,2024-04-11,56020.63,56020.63,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF946485,6,N,
REF6944950,TXN0009977,,UTR927436431267,MERCH0008,CUST92195,2024-11-08,2024-11-15,73393.46,73393.46,FULL,PROCESSED,Item Not Delivered,System,GWREF437282,9,N,
REF5818650,TXN0009993,,UTR458303693828,MERCH0009,CUST40164,2024-11-05,2024-11-10,1053.21,1053.21,FULL,PROCESSED,Duplicate Payment,Customer,GWREF643681,7,N,
